job_id,cluster
3884434376,1
3884434384,1
3884434396,0
3884434421,2
3884434487,3
3884434598,3
3884434664,3
3884434686,2
3884434730,1
3884434731,2
3884434736,1
3884434738,3
3884434743,2
3884434744,2
3884434746,1
3884434747,2
3884434764,0
3884434774,2
3884434778,6
3884434785,1
3884434786,1
3884434792,2
3884434794,2
3884434795,2
3884434796,2
3884434797,2
3884434798,2
3884434799,2
3884434800,2
3884434801,2
3884434802,2
3884434804,2
3884434805,2
3884434808,1
3884434851,2
3884434857,1
3884434858,2
3884434860,1
3884434864,1
3884434866,1
3884434877,2
3884434881,1
3884434884,1
3884434887,1
3884434889,2
3884434894,3
3884434905,2
3884434906,1
3884434929,1
3884434939,3
3884434944,1
3884434945,1
3884434946,3
3884434958,2
3884434965,1
3884434966,1
3884434968,1
3884434969,1
3884434973,1
3884434974,2
3884434978,4
3884434980,2
3884434981,2
3884434985,1
3884434986,2
3884434988,1
3884435023,2
3884435029,0
3884435030,3
3884435032,3
3884435033,3
3884435035,1
3884435040,1
3884435043,2
3884435044,1
3884435045,1
3884435048,2
3884435050,1
3884435053,3
3884435055,2
3884435057,0
3884435060,3
3884435067,3
3884435078,1
3884435086,3
3884435101,1
3884435113,1
3884435115,1
3884435116,2
3884435120,1
3884435127,0
3884435132,2
3884435151,2
3884435152,1
3884435156,0
3884435157,1
3884435166,2
3884435175,1
3884435178,1
3884435182,2
3884435186,2
3884435192,1
3884435197,2
3884435198,1
3884435199,2
3884435204,0
3884435208,1
3884435216,1
3884435219,1
3884435224,1
3884435231,2
3884435265,1
3884435271,0
3884435278,0
3884435279,3
3884435281,1
3884435283,2
3884435287,2
3884435301,0
3884435307,2
3884435308,2
3884435309,4
3884435311,2
3884435313,2
3884435314,1
3884435317,1
3884435325,4
3884435336,2
3884435384,1
3884435400,3
3884435406,1
3884435436,3
3884435460,2
3884435469,3
3884435471,1
3884435495,1
3884435534,0
3884435681,1
3884435689,0
3884435695,0
3884435732,1
3884435755,0
3884435756,2
3884435766,2
3884435771,3
3884435773,2
3884435777,2
3884435789,1
3884435790,1
3884435791,2
3884435792,2
3884435802,2
3884435804,2
3884435805,3
3884435808,2
3884435809,4
3884435811,0
3884435812,1
3884435813,1
3884435815,1
3884435818,1
3884435829,2
3884435830,2
3884435831,3
3884435834,1
3884435854,2
3884435856,2
3884435857,1
3884435858,1
3884435865,2
3884435870,2
3884435872,2
3884435873,1
3884435874,2
3884435880,2
3884435881,2
3884435887,0
3884435901,1
3884435902,1
3884435903,1
3884435904,1
3884435907,1
3884435908,1
3884435911,1
3884435912,1
3884435920,2
3884435921,2
3884435924,1
3884435925,2
3884435926,1
3884435927,2
3884435928,1
3884435931,0
3884435947,4
3884435949,1
3884435950,1
3884435954,1
3884435955,2
3884435957,1
3884435958,0
3884435971,2
3884436002,1
3884436005,1
3884436007,3
3884436018,3
3884436021,2
3884436023,3
3884436024,2
3884436027,2
3884436031,1
3884436032,2
3884436034,2
3884436038,2
3884436039,2
3884436043,0
3884436049,3
3884436058,1
3884436075,1
3884436082,2
3884436083,2
3884436085,3
3884436090,1
3884436096,2
3884436098,0
